Contour 1:
(200, 316)
(203, 317)
(204, 318)
(204, 316)
(204, 315)
(205, 318)

Contour 129:
(547, 322)
(552, 320)
(552, 319)
(550, 320)

Contour 130:
(202, 327)

Contour 131:
(303, 331)
(300, 329)
(302, 330)
(300, 330)
(300, 330)
(297, 328)
(295, 327)
(294, 327)
(295, 326)
(292, 329)
(293, 329)
(291, 326)
(292, 326)
(292, 328)
(291, 327)
(289, 325)
(287, 325)
(284, 325)
(287, 329)
(283, 326)
(283, 325)
(282, 324)
(281, 325)
(282, 326)
(280, 328)
(276, 324)
(276, 326)
(274, 323)
(273, 327)
(273, 325)
(273, 325)
(272, 325)
(272, 325)
(268, 323)
(270, 323)
(269, 326)
(269, 323)
(265, 325)
(265, 325)
(264, 323)
(264, 326)
(263, 326)
(263, 326)
(260, 325)
(261, 325)
(259, 324)
(259, 325)
(257, 321)
(256, 323)
(254, 325)
(251, 321)
(254, 320)
(250, 323)
(252, 320)
(249, 322)
(250, 320)
(246, 320)
(248, 324)
(246, 320)
(242, 322)
(244, 322)
(243, 319)
(242, 320)
(240, 323)
(237, 321)
(236, 320)
(239, 321)
(239, 322)
(238, 323)
(241, 323)
(244, 323)
(244, 322)
(244, 319)
(247, 320)
(247, 320)
(247, 323)
(248, 323)
(250, 322)
(252, 323)
(249, 321)
(251, 320)
(254, 325)
(256, 321)
(253, 325)
(255, 322)
(258, 325)
(260, 321)
(257, 323)
(258, 323)
(260, 325)
(260, 323)
(261, 325)
(263, 325)
(267, 324)
(268, 325)
(267, 323)
(267, 325)
(270, 325)
(272, 324)
(270, 324)
(274, 326)
(272, 326)
(272, 326)
(274, 323)
(277, 327)
(279, 326)
(278, 326)
(279, 327)
(281, 326)
(283, 327)
(284, 325)
(281, 324)
(283, 327)
(287, 327)
(286, 328)
(287, 325)
(288, 325)
(291, 326)
(292, 328)
(292, 329)
(294, 327)
(292, 327)
(293, 327)
(295, 329)
(298, 326)
(298, 330)
(299, 326)
(297, 328)
(301, 327)
(300, 326)
(302, 329)
(304, 329)
(306, 326)
(306, 330)
(308, 327)
(308, 327)
(307, 329)
(307, 330)
(308, 331)
(311, 327)
(312, 327)
(313, 327)
(315, 329)
(315, 327)
(312, 327)
(313, 329)
(310, 331)
(310, 329)
(309, 328)
(310, 327)
(307, 329)
(305, 329)
(307, 330)
(306, 328)
(304, 329)

Contour 132:
(542, 330)
(541, 329)
(542, 330)
(545, 326)
(548, 326)
(546, 327)
(550, 322)
(548, 325)
(545, 326)
(544, 325)
(544, 327)
(542, 326)
(542, 327)

Contour 133:
(240, 332)
(238, 332)
(241, 330)
(239, 330)
(241, 330)
(238, 326)
(241, 329)
(239, 328)
(238, 328)
(238, 333)

Contour 134:
(533, 339)
(530, 337)
(531, 336)
(531, 335)
(535, 335)
(536, 336)
(537, 335)
(539, 332)
(539, 335)
(541, 331)
(538, 330)
(540, 333)
(539, 332)
(538, 334)
(535, 334)
(536, 334)
(535, 337)
(533, 335)
(535, 336)
(532, 335)
(530, 335)
(530, 336)

Contour 135:
(523, 345)
(522, 345)
(522, 342)
(527, 344)
(526, 340)
(528, 339)
(529, 339)
(528, 338)
(527, 341)
(530, 341)
(525, 339)
(527, 342)
(527, 340)
(524, 341)
(524, 344)

Contour 136:
(422, 342)
(425, 344)
(420, 344)
(421, 343)
(418, 341)
(417, 341)
(416, 341)
(415, 340)
(415, 340)
(415, 344)
(414, 343)
(415, 341)
(414, 339)
(411, 340)
(409, 342)
(409, 340)
(406, 339)
(405, 340)
(404, 338)
(405, 338)
(405, 338)
(403, 339)
(404, 340)
(402, 341)
(402, 339)
(397, 339)
(396, 339)
(399, 339)
(394, 340)
(394, 338)
(396, 339)
(392, 339)
(394, 340)
(391, 338)
(389, 336)
(387, 336)
(387, 337)
(388, 340)
(388, 339)
(385, 337)
(383, 338)
(383, 340)
(385, 336)
(386, 335)
(383, 335)
(388, 339)
(388, 337)
(389, 339)
(387, 337)
(391, 340)
(392, 339)
(390, 339)
(392, 340)
(395, 337)
(397, 341)
(398, 337)
(398, 337)
(400, 341)
(397, 340)
(398, 340)
(402, 341)
(400, 341)
(405, 342)
(404, 339)
(407, 341)
(407, 342)
(408, 341)
(410, 341)
(408, 342)
(412, 339)
(413, 342)
(412, 341)
(413, 340)
(415, 343)
(414, 344)
(414, 343)
(416, 341)
(418, 342)
(417, 344)
(422, 342)
(419, 345)
(420, 343)
(424, 342)
(426, 341)
(426, 341)
(427, 346)
(426, 345)
(429, 345)
(427, 345)
(429, 346)
(428, 343)
(427, 345)
(428, 344)
(426, 342)
(423, 345)

Contour 137:
(433, 347)
(431, 343)
(433, 346)
(434, 346)
(437, 345)
(437, 347)
(436, 346)
(434, 346)

Contour 138:
(238, 345)
(240, 346)
(242, 346)
(238, 343)
(241, 341)
(241, 342)
(242, 343)
(240, 340)
(240, 340)
(238, 340)
(239, 343)
(242, 344)
(240, 346)
(241, 347)

Contour 139:
(457, 350)
(456, 351)
(453, 350)
(452, 350)
(450, 350)
(450, 349)
(448, 346)
(447, 347)
(446, 349)
(448, 348)
(444, 345)
(446, 349)
(443, 347)
(441, 346)
(441, 347)
(438, 347)
(439, 348)
(436, 344)
(440, 344)
(439, 346)
(443, 348)
(444, 347)
(443, 349)
(444, 348)
(443, 349)
(446, 347)
(448, 349)
(446, 349)
(449, 347)
(452, 350)
(451, 350)
(454, 350)
(454, 350)
(452, 350)
(455, 350)
(458, 349)
(458, 348)
(456, 348)

Contour 140:
(460, 353)
(457, 348)
(459, 351)
(461, 352)
(459, 350)
(460, 351)
(457, 353)

Contour 141:
(505, 353)
(502, 354)
(504, 354)
(508, 355)
(506, 353)
(509, 350)
(509, 350)
(511, 353)
(510, 350)
(510, 351)
(513, 350)
(516, 351)
(516, 347)
(515, 348)
(518, 347)
(518, 346)
(517, 346)
(520, 345)
(520, 346)
(519, 348)
(518, 345)
(516, 348)
(517, 346)
(516, 351)
(513, 348)
(511, 351)
(510, 351)
(511, 353)
(510, 352)
(508, 352)
(507, 352)
(508, 355)
(507, 353)
(503, 354)

Contour 142:
(493, 358)
(496, 357)
(497, 356)
(498, 355)
(501, 355)
(498, 357)
(499, 357)
(502, 358)
(500, 355)
(497, 356)
(496, 357)
(498, 354)

Contour 143:
(482, 357)
(482, 357)
(483, 354)
(481, 357)
(478, 354)
(479, 356)
(480, 352)
(476, 355)
(478, 352)
(473, 354)
(474, 351)
(472, 354)
(472, 353)
(472, 351)
(469, 351)
(470, 352)
(467, 353)
(467, 352)
(468, 353)
(465, 353)
(462, 351)
(462, 350)
(463, 350)
(463, 353)
(464, 352)
(469, 351)
(468, 351)
(471, 354)
(468, 351)
(470, 350)
(471, 355)
(471, 355)
(473, 355)
(475, 355)
(477, 352)
(476, 354)
(480, 353)
(477, 356)
(480, 357)
(482, 353)
(480, 353)
(481, 355)
(482, 356)
(487, 355)
(487, 358)
(488, 356)
(487, 355)
(491, 355)
(490, 357)
(491, 359)
(490, 356)
(490, 355)
(488, 355)
(489, 359)
(489, 356)
(488, 357)
(488, 358)
(485, 356)

Contour 144:
(242, 367)
(242, 366)
(241, 365)
(241, 364)
(243, 359)
(239, 362)
(241, 358)
(243, 360)
(241, 357)
(243, 356)
(241, 354)
(243, 358)
(241, 359)
(241, 356)
(243, 357)
(242, 361)
(243, 360)
(242, 363)
(242, 365)
(243, 364)

Contour 145:
(206, 368)
(203, 363)
(205, 362)
(205, 362)
(205, 361)
(204, 359)
(204, 360)
(205, 358)
(206, 359)
(205, 356)
(204, 360)
(204, 360)
(203, 358)
(206, 361)
(202, 360)
(204, 364)
(203, 365)
(202, 365)

Contour 146:
(201, 366)

Contour 147:
(242, 377)
(243, 374)
(241, 375)
(243, 372)
(242, 374)
(242, 374)

Contour 148:
(203, 379)
(202, 375)
(201, 377)
(203, 373)
(201, 373)
(204, 373)
(203, 370)
(205, 373)
(205, 372)
(205, 375)
(203, 374)
(202, 376)

Contour 149:
(382, 379)
(382, 375)
(382, 375)
(381, 375)
(384, 372)
(383, 372)
(384, 370)
(381, 372)
(382, 372)
(383, 370)
(384, 371)
(381, 371)
(382, 373)
(384, 375)
(384, 374)
(384, 373)
(382, 375)
(384, 377)

Contour 150:
(241, 382)
(242, 383)
(242, 382)
(242, 381)
(243, 380)
(242, 384)

Contour 151:
(348, 383)
(348, 383)
(349, 381)
(348, 379)
(348, 381)
(348, 379)
(347, 379)
(347, 379)
(345, 378)
(346, 374)
(349, 376)
(345, 373)
(345, 370)
(347, 371)
(347, 372)
(348, 371)
(346, 370)
(348, 369)
(346, 366)
(346, 363)
(349, 362)
(346, 365)
(346, 364)
(346, 362)
(347, 358)
(345, 360)
(349, 360)
(348, 357)
(347, 354)
(347, 354)
(346, 352)
(349, 354)
(346, 354)
(345, 352)
(348, 349)
(345, 348)
(348, 350)
(345, 346)
(347, 344)
(349, 343)
(346, 343)
(347, 344)
(347, 341)
(348, 343)
(349, 342)
(345, 338)
(349, 340)
(346, 338)
(345, 334)
(345, 334)
(348, 333)
(344, 333)
(344, 332)
(346, 332)
(344, 332)
(342, 331)
(341, 330)
(341, 333)
(339, 332)
(339, 332)
(336, 332)
(335, 334)
(337, 330)
(333, 333)
(335, 330)
(333, 331)
(333, 330)
(330, 329)
(329, 333)
(328, 329)
(328, 332)
(326, 330)
(323, 332)
(323, 328)
(324, 331)
(324, 329)
(320, 332)
(319, 332)
(318, 329)
(321, 332)
(321, 329)
(322, 332)
(322, 328)
(323, 328)
(324, 328)
(325, 329)
(326, 329)
(326, 330)
(330, 330)
(331, 331)
(329, 330)
(331, 333)
(334, 331)
(332, 329)
(333, 331)
(335, 330)
(335, 334)
(340, 333)
(340, 331)
(340, 331)
(341, 331)
(343, 332)
(345, 331)
(343, 333)
(344, 331)
(347, 332)
(345, 332)
(345, 333)
(348, 336)
(347, 335)
(348, 338)
(347, 338)
(346, 336)
(346, 339)
(345, 342)
(347, 339)
(345, 343)
(346, 341)
(346, 346)
(349, 344)
(349, 344)
(349, 348)
(347, 346)
(349, 349)
(348, 350)
(346, 350)
(347, 351)
(347, 351)
(345, 354)
(348, 356)
(347, 358)
(348, 355)
(345, 359)
(346, 358)
(349, 358)
(347, 361)
(345, 363)
(347, 361)
(346, 364)
(345, 367)
(345, 365)
(347, 367)
(349, 367)
(346, 368)
(345, 372)
(347, 371)
(345, 370)
(349, 374)
(347, 375)
(348, 377)
(346, 375)
(347, 376)
(348, 379)
(347, 379)
(347, 379)
(347, 379)
(348, 384)
(346, 384)

Contour 152:
(204, 385)
(201, 384)
(202, 380)
(204, 380)
(203, 382)
(202, 385)

Contour 153:
(243, 388)
(242, 387)
(244, 386)
(243, 384)
(244, 388)
(242, 386)

Contour 154:
(202, 388)
(203, 390)
(203, 390)
(201, 387)

Contour 155:
(247, 391)
(245, 393)
(247, 393)
(245, 394)

Contour 156:
(202, 393)
(202, 394)
(200, 394)
(200, 392)

Contour 157:
(382, 396)
(385, 396)
(382, 394)
(383, 395)
(383, 391)
(386, 391)
(383, 392)
(382, 390)
(384, 391)
(382, 392)
(384, 394)
(385, 396)
(382, 394)
(383, 398)

Contour 158:
(347, 396)
(347, 399)
(344, 398)
(346, 394)
(348, 394)
(344, 391)
(343, 393)
(345, 393)
(346, 391)
(347, 393)
(345, 396)
(346, 396)
(347, 395)
(344, 395)

Contour 159:
(196, 401)
(199, 398)
(198, 401)
(200, 398)
(200, 399)
(200, 396)
(200, 398)
(198, 397)
(199, 397)
(200, 400)
(199, 403)

Contour 160:
(387, 408)
(386, 409)
(386, 408)
(383, 407)
(384, 404)
(385, 402)
(383, 404)
(385, 406)
(385, 407)
(385, 407)

Contour 161:
(345, 408)
(344, 407)
(345, 408)
(344, 408)
(343, 404)
(344, 408)
(346, 408)
(347, 407)

Contour 162:
(238, 410)
(240, 408)
(243, 408)
(244, 409)
(243, 406)
(245, 406)
(247, 404)
(244, 401)
(248, 401)
(244, 400)
(247, 400)
(247, 399)
(248, 396)
(247, 397)
(247, 395)
(244, 396)
(245, 394)
(248, 395)
(246, 398)
(246, 398)
(244, 402)
(246, 402)
(248, 402)
(244, 402)
(247, 405)
(244, 405)
(246, 407)
(243, 405)
(245, 405)
(242, 405)
(241, 406)
(241, 411)

Contour 163:
(239, 413)

Contour 164:
(191, 412)
(194, 408)
(194, 409)
(195, 410)
(194, 409)
(197, 407)
(194, 404)
(197, 404)
(194, 406)
(198, 404)
(195, 406)
(198, 404)
(198, 404)
(196, 405)
(196, 407)
(197, 407)
(192, 411)

Contour 165:
(192, 414)

Contour 166:
(230, 414)
(228, 413)
(229, 415)
(232, 413)
(233, 414)
(236, 412)
(233, 415)
(235, 413)
(236, 413)
(235, 412)
(234, 415)
(232, 412)
(231, 415)
(233, 416)
(231, 414)

Contour 167:
(343, 418)
(343, 415)
(342, 415)
(345, 416)
(344, 414)
(344, 411)
(342, 413)
(344, 410)
(342, 414)
(343, 415)
(345, 414)
(343, 414)
(344, 418)
(343, 417)

Contour 168:
(386, 419)
(386, 417)
(385, 418)
(388, 417)
(386, 417)
(384, 416)
(384, 413)
(385, 416)
(384, 417)
(386, 418)
(386, 416)
(384, 418)

Contour 169:
(220, 418)
(220, 418)
(223, 420)
(225, 418)
(224, 416)
(226, 417)
(226, 416)
(230, 414)
(227, 417)
(225, 419)
(227, 418)
(224, 417)
(221, 417)
(222, 419)

Contour 170:
(212, 425)
(213, 423)
(212, 425)
(214, 420)
(215, 422)
(214, 420)
(217, 419)
(216, 419)
(219, 420)
(221, 420)
(220, 421)
(215, 420)
(216, 423)
(213, 420)
(215, 421)
(212, 424)
(211, 423)
(210, 424)

Contour 171:
(206, 423)
(209, 424)

Contour 172:
(204, 427)
(201, 425)
(206, 424)
(205, 423)
(202, 424)
(201, 425)

Contour 173:
(344, 424)
(342, 424)
(343, 424)
(344, 425)
(341, 423)
(343, 421)
(344, 420)
(342, 421)
(345, 424)
(342, 426)

Contour 174:
(197, 429)
(195, 425)
(192, 427)
(194, 425)
(192, 425)
(189, 424)
(192, 423)
(191, 423)
(189, 422)
(192, 422)
(189, 421)
(192, 419)
(190, 419)
(189, 416)
(189, 417)
(191, 417)
(189, 417)
(192, 420)
(192, 419)
(192, 422)
(190, 422)
(189, 422)
(191, 421)
(194, 426)
(193, 424)
(196, 426)
(194, 427)
(197, 423)
(196, 427)
(200, 427)
(199, 425)

Contour 175:
(388, 426)
(385, 428)
(389, 428)
(385, 426)
(388, 422)
(385, 427)
(385, 427)
(389, 425)

Contour 176:
(344, 434)
(344, 429)
(342, 431)
(341, 431)
(342, 431)
(343, 432)

Contour 177:
(389, 436)
(388, 436)
(389, 433)
(388, 436)

Contour 178:
(343, 439)
(340, 436)
(342, 435)
(339, 436)

Contour 179:
(340, 441)
(342, 439)

Contour 180:
(389, 441)
(390, 440)
(389, 441)
(390, 440)
(391, 437)
(390, 438)
(388, 441)
(390, 440)

Contour 181:
(389, 450)

Contour 182:
(389, 454)
(391, 451)

Contour 183:
(214, 453)
(217, 451)
(214, 451)
(218, 455)
(219, 451)
(217, 451)
(219, 455)
(219, 454)
(224, 455)
(225, 453)
(225, 453)
(225, 454)
(227, 455)
(228, 452)
(230, 455)
(229, 451)
(228, 451)
(229, 453)
(229, 453)
(229, 453)
(227, 454)
(225, 454)
(225, 454)
(224, 452)
(224, 454)
(220, 452)
(218, 451)
(218, 454)
(220, 452)
(216, 452)
(215, 454)
(213, 454)

Contour 184:
(210, 454)
(208, 453)
(208, 454)
(207, 456)

Contour 185:
(386, 456)
(387, 457)

Contour 186:
(245, 455)
(241, 455)
(242, 452)
(242, 452)
(239, 456)
(237, 456)
(235, 456)
(240, 453)
(240, 456)
(242, 456)
(240, 456)
(243, 453)
(245, 454)
(242, 455)
(246, 454)
(246, 453)

Contour 187:
(200, 456)
(203, 456)
(203, 456)
(206, 452)
(202, 454)
(201, 453)

Contour 188:
(250, 456)
(249, 454)
(252, 455)
(250, 457)

Contour 189:
(199, 455)
(200, 456)

Contour 190:
(254, 456)
(255, 458)
(254, 456)
(258, 459)
(255, 459)
(256, 459)

Contour 191:
(196, 455)

Contour 192:
(385, 460)
(388, 459)
(388, 456)

Contour 193:
(260, 457)
(259, 459)
(262, 458)
(259, 458)

Contour 194:
(263, 457)
(265, 461)
(265, 457)
(265, 461)

Contour 195:
(331, 462)
(331, 459)
(332, 458)
(334, 458)
(332, 455)
(336, 457)
(335, 455)
(333, 453)
(337, 455)
(338, 450)
(337, 451)
(336, 449)
(336, 450)
(339, 450)
(338, 448)
(336, 447)
(337, 446)
(340, 444)
(340, 446)
(341, 447)
(338, 446)
(336, 448)
(337, 446)
(339, 451)
(338, 452)
(338, 453)
(335, 450)
(337, 453)
(333, 453)
(334, 453)
(333, 458)
(331, 457)
(331, 457)
(332, 461)

Contour 196:
(270, 459)
(273, 459)
(274, 461)
(272, 460)

Contour 197:
(274, 462)
(278, 459)
(277, 459)
(275, 461)

Contour 198:
(188, 463)
(186, 459)
(190, 461)
(190, 457)
(191, 460)
(192, 460)
(190, 459)
(194, 456)
(194, 459)
(193, 458)
(192, 460)
(190, 458)
(192, 461)
(191, 461)
(188, 459)

Contour 199:
(282, 464)
(282, 464)

Contour 200:
(186, 464)
(187, 460)

Contour 201:
(288, 461)
(290, 463)
(288, 464)
(288, 461)
(291, 463)
(291, 462)
(290, 464)
(290, 464)

Contour 202:
(292, 462)
(293, 463)

Contour 203:
(297, 464)
(298, 466)
(302, 464)
(302, 463)

Contour 204:
(303, 468)
(307, 465)

Contour 205:
(373, 468)
(377, 465)
(375, 468)
(376, 464)
(380, 464)
(380, 465)
(381, 465)
(379, 463)
(382, 463)
(382, 463)
(382, 461)
(384, 458)
(386, 459)
(383, 459)
(382, 462)
(384, 459)
(381, 460)
(380, 464)
(382, 465)
(381, 463)
(378, 466)
(376, 467)
(376, 467)
(375, 468)
(376, 467)

Contour 206:
(308, 466)
(310, 468)
(310, 465)
(315, 466)
(314, 469)
(313, 466)
(312, 468)
(311, 467)

Contour 207:
(370, 469)

Contour 208:
(315, 467)
(320, 469)
(318, 466)
(320, 468)
(321, 468)
(316, 469)

Contour 209:
(323, 467)
(323, 470)
(326, 470)
(327, 468)
(328, 469)
(325, 470)
(329, 470)
(329, 467)
(330, 468)
(326, 464)
(328, 464)
(331, 463)
(330, 462)
(327, 461)
(331, 463)
(328, 461)
(330, 466)
(326, 465)
(326, 467)
(330, 466)
(326, 467)
(327, 467)
(328, 470)
(326, 468)
(325, 469)
(324, 468)

Contour 210:
(176, 470)
(174, 470)
(176, 467)
(178, 465)
(180, 469)
(179, 465)
(178, 466)
(182, 466)
(182, 464)
(180, 465)
(181, 464)
(180, 462)
(180, 465)
(180, 466)
(178, 465)
(179, 468)
(178, 466)
(174, 467)

Contour 211:
(360, 476)
(361, 476)
(359, 474)
(361, 471)
(365, 472)
(365, 474)
(363, 474)
(368, 469)
(367, 470)
(367, 470)
(369, 468)
(372, 471)
(367, 470)
(369, 470)
(368, 469)
(366, 469)
(368, 471)
(365, 472)
(367, 471)
(364, 475)
(362, 473)
(361, 475)
(364, 474)
(362, 476)

Contour 212:
(365, 478)
(366, 478)

Contour 213:
(367, 478)
(371, 479)
(373, 477)
(372, 479)

Contour 214:
(375, 479)
(375, 480)

Contour 215:
(182, 480)
(178, 476)
(180, 478)
(176, 475)
(178, 477)
(178, 473)
(174, 474)
(173, 472)
(176, 473)
(177, 476)
(180, 478)
(181, 478)
(179, 478)
(181, 478)
(184, 476)
(183, 476)
(183, 478)
(184, 476)
(184, 478)
(188, 478)
(189, 479)
(187, 477)
(190, 479)
(189, 477)
(188, 477)
(186, 478)
(185, 476)
(183, 479)
(184, 479)

Contour 216:
(378, 481)
(381, 481)
(382, 477)
(382, 477)
(381, 480)
(379, 479)

Contour 217:
(387, 478)
(387, 480)
(388, 478)
(388, 478)

Contour 218:
(394, 482)
(394, 480)
(393, 483)
(391, 479)

Contour 219:
(206, 479)
(204, 482)
(205, 481)
(202, 482)
(203, 478)
(200, 482)
(200, 482)
(202, 478)
(199, 481)
(197, 481)
(199, 478)
(194, 479)
(197, 479)
(196, 478)
(193, 479)
(192, 478)
(194, 481)
(192, 481)
(193, 479)
(194, 480)
(198, 479)
(200, 479)
(198, 478)
(198, 480)
(202, 480)
(200, 480)
(205, 481)
(204, 481)
(205, 482)
(207, 481)
(207, 481)
(209, 479)
(207, 481)
(208, 482)
(212, 480)
(211, 482)
(212, 480)
(216, 480)
(213, 482)
(216, 482)
(218, 480)
(219, 481)
(215, 483)
(214, 483)
(217, 480)
(215, 480)
(211, 482)
(210, 480)
(211, 482)
(210, 482)
(208, 480)
(208, 479)

Contour 220:
(399, 485)
(402, 481)
(401, 483)
(396, 481)
(395, 481)
(398, 480)
(398, 482)
(398, 481)
(400, 482)
(401, 481)
(400, 482)
(403, 483)
(401, 483)
(401, 482)

Contour 221:
(231, 482)
(234, 481)
(230, 484)
(231, 482)
(227, 485)
(226, 485)
(227, 482)
(225, 482)
(224, 483)
(222, 480)
(225, 482)
(222, 484)
(223, 481)
(221, 484)
(221, 483)
(220, 481)
(221, 483)
(225, 482)
(224, 484)
(226, 481)
(225, 483)
(228, 482)
(227, 481)
(230, 484)
(229, 482)
(231, 481)
(232, 482)
(232, 482)

Contour 222:
(410, 485)
(410, 486)
(406, 482)
(407, 483)
(404, 485)
(405, 483)
(406, 485)
(407, 482)
(407, 486)
(410, 487)
(410, 485)
(412, 485)

Contour 223:
(415, 486)
(412, 485)

Contour 224:
(421, 489)
(419, 487)
(420, 487)
(421, 487)
(417, 488)
(415, 489)
(417, 489)
(417, 486)
(420, 489)
(417, 486)
(418, 488)
(420, 486)
(421, 488)

Contour 225:
(427, 492)
(425, 490)
(427, 491)
(423, 490)
(423, 492)
(427, 490)
(426, 489)
(428, 490)

Contour 226:
(427, 497)
(428, 496)

Contour 227:
(304, 494)
(304, 493)
(300, 493)
(299, 495)
(298, 494)
(301, 497)
(300, 492)
(296, 495)
(294, 497)
(294, 493)
(294, 492)
(291, 494)
(291, 494)
(289, 494)
(289, 495)
(287, 490)
(287, 491)
(288, 493)
(288, 491)
(284, 491)
(282, 492)
(282, 491)
(284, 494)
(281, 489)
(282, 491)
(281, 493)
(276, 490)
(279, 488)
(277, 491)
(277, 489)
(276, 492)
(273, 488)
(271, 488)
(272, 488)
(271, 489)
(267, 487)
(269, 487)
(265, 490)
(265, 488)
(267, 490)
(265, 489)
(262, 490)
(261, 486)
(262, 489)
(260, 487)
(260, 489)
(257, 487)
(258, 488)
(256, 486)
(254, 488)
(256, 486)
(255, 487)
(254, 484)
(253, 484)
(249, 488)
(247, 485)
(246, 486)
(249, 487)
(246, 485)
(247, 483)
(246, 483)
(241, 483)
(243, 487)
(239, 485)
(242, 486)
(239, 483)
(239, 482)
(238, 482)
(238, 485)
(237, 484)
(238, 484)
(241, 486)
(239, 485)
(243, 484)
(240, 484)
(245, 483)
(244, 485)
(243, 484)
(247, 484)
(246, 487)
(250, 487)
(251, 485)
(249, 488)
(253, 486)
(250, 485)
(252, 488)
(253, 485)
(256, 485)
(258, 487)
(255, 489)
(256, 486)
(258, 489)
(262, 489)
(259, 488)
(262, 486)
(262, 488)
(262, 487)
(263, 487)
(268, 489)
(267, 489)
(270, 490)
(269, 491)
(268, 487)
(273, 488)
(271, 490)
(274, 488)
(274, 489)
(277, 489)
(277, 491)
(276, 492)
(279, 489)
(278, 491)
(278, 491)
(281, 490)
(282, 489)
(285, 490)
(285, 492)
(286, 494)
(285, 493)
(286, 492)
(290, 492)
(287, 493)
(292, 493)
(293, 492)
(290, 491)
(291, 492)
(294, 495)
(296, 495)
(296, 494)
(295, 495)
(296, 494)
(299, 493)
(299, 494)
(303, 497)
(304, 493)
(303, 493)
(303, 497)
(303, 494)
(308, 498)
(306, 496)
(310, 497)
(308, 497)
(307, 497)
(306, 496)

Contour 228:
(310, 497)
(310, 496)
(308, 499)
(313, 499)
(312, 497)
(311, 497)

Contour 229:
(330, 502)
(329, 504)
(328, 503)
(330, 504)
(330, 499)
(325, 499)
(328, 503)
(326, 500)
(322, 502)
(325, 498)
(324, 501)
(319, 498)
(318, 499)
(319, 499)
(317, 500)
(315, 498)
(314, 498)
(314, 498)
(316, 499)
(319, 498)
(318, 498)
(317, 498)
(322, 500)
(323, 500)
(323, 501)
(323, 501)
(322, 500)
(326, 502)
(326, 502)
(327, 501)
(329, 501)
(328, 502)
(332, 500)
(331, 500)
(330, 500)
(335, 502)
(335, 504)

Contour 230:
(343, 504)
(344, 503)
(340, 506)
(343, 506)
(339, 506)
(337, 504)
(338, 503)
(335, 505)
(335, 506)
(333, 502)
(336, 501)
(335, 502)
(336, 501)
(339, 506)
(337, 506)
(338, 504)
(342, 503)
(340, 506)
(342, 507)
(343, 507)

Contour 231:
(345, 505)
(346, 506)
(348, 504)

Contour 232:
(418, 509)
(420, 509)
(420, 506)
(423, 508)
(425, 507)
(425, 503)
(424, 506)
(425, 503)
(428, 503)
(430, 499)
(429, 502)
(427, 497)
(429, 500)
(430, 498)
(430, 495)
(428, 500)
(427, 498)
(429, 498)
(426, 501)
(431, 502)
(429, 503)
(429, 502)
(429, 506)
(428, 505)
(426, 504)
(426, 505)
(426, 506)
(421, 508)
(420, 509)
(419, 510)

Contour 233:
(418, 512)
(415, 510)
(419, 509)
(416, 512)

Contour 234:
(362, 511)
(360, 511)
(361, 508)
(360, 508)
(357, 511)
(354, 507)
(353, 508)
(354, 509)
(355, 509)
(351, 508)
(350, 509)
(349, 510)
(351, 507)
(352, 505)
(349, 507)
(352, 507)
(353, 510)
(353, 507)
(357, 509)
(354, 509)
(356, 508)
(356, 510)
(357, 509)
(360, 508)
(361, 508)
(362, 512)
(362, 512)
(363, 509)
(362, 509)

Contour 235:
(411, 512)
(414, 512)

Contour 236:
(369, 514)
(364, 513)
(364, 509)
(368, 511)
(367, 510)
(366, 509)
(369, 512)
(371, 513)
(370, 514)
(372, 513)
(374, 511)
(374, 510)
(369, 514)
(368, 513)
(370, 514)
(367, 509)

Contour 237:
(373, 511)
(377, 515)
(376, 512)
(377, 515)
(375, 514)
(375, 512)

Contour 238:
(382, 516)
(382, 512)
(383, 514)
(386, 512)
(385, 516)
(384, 513)
(383, 512)
(382, 514)

Contour 239:
(387, 516)
(390, 516)
(389, 514)
(391, 517)
(393, 515)
(394, 513)
(395, 513)
(392, 517)
(393, 516)
(397, 515)
(397, 516)
(395, 513)
(397, 517)
(394, 514)
(393, 517)
(390, 516)
(393, 513)
(392, 517)
(389, 517)
(386, 516)

Contour 240:
(401, 514)
(401, 517)
(399, 513)
(400, 517)
(401, 513)
(404, 516)
(403, 516)
(407, 517)
(407, 512)
(408, 512)
(410, 516)
(408, 513)
(413, 512)
(412, 512)
(410, 516)
(410, 513)
(405, 516)
(407, 514)
(403, 517)
(404, 515)
(401, 514)
(401, 513)
(401, 513)

Contour 241:
(360, 597)
(360, 600)
(365, 598)
(364, 600)
(365, 600)
(365, 599)
(369, 596)
(369, 599)
(370, 597)
(370, 597)
(371, 600)
(372, 596)
(372, 598)
(375, 599)
(377, 599)
(374, 598)
(375, 600)
(378, 599)
(377, 599)
(379, 597)
(380, 596)
(384, 597)
(382, 598)
(384, 596)
(387, 599)
(384, 599)
(385, 596)
(386, 600)
(389, 600)
(388, 597)
(391, 598)
(392, 596)
(393, 596)
(394, 598)
(396, 598)
(396, 599)
(396, 600)
(400, 596)
(397, 597)
(401, 598)
(401, 596)
(402, 596)
(403, 599)
(404, 596)
(406, 600)
(405, 600)
(405, 597)
(407, 600)
(409, 596)
(408, 597)
